numero_sinistr,Charge,exercice,Police
200900047101,6000,2009,168320
201000014329,3270,2010,168385
201100018206,-196,2011,168396
201100031736,804,2011,168435
201000009393,6000,2010,168451
201000001449,4380.33,2010,168465
200900027826,804,2009,168471
200900017102,804,2009,168471
200900053446,6000,2009,168481
201000011162,14885.1,2010,168515
200900037430,9266.65,2009,168590
201000044523,-2860,2010,168594
200900029644,784,2009,168608
201000027338,14731.35,2010,168635
201000001792,-1336,2010,168640
200900037979,45393.31,2009,168687
201000008103,-2952,2010,168701
200900054400,6000,2009,168738
200900050775,6000,2009,168778
201000049658,16012,2010,168778
201100019962,6000,2011,168781
201100000010,-4500,2011,168781
200900044703,6000,2009,168788
200900028002,354,2009,168824
201000019048,-4250,2010,168828
201000010876,6758.03,2010,168861
201000010215,13460.03,2010,168871
201000001436,-3396,2010,168906
200900035246,6000,2009,168928
200900050689,58450,2009,169013
200900038047,-4500,2009,169019
201000012327,-4500,2010,169054
201000018589,-100,2010,169074
201100028600,7146,2011,169074
200900032348,93.48,2009,169076
201100007441,-4550,2011,169112
201000053660,14885.1,2010,169133
201000000217,29544,2010,169186
201000005931,-5650,2010,169281
201000029866,-4500,2010,169303
201100000837,2625.55,2011,169355
201000028894,-77.52,2010,169362
201000005332,9000,2010,169389
201000022642,32000,2010,169401
201000047070,-447.82,2010,169420
201100060878,6000,2011,169464
201000016963,4722.33,2010,169474
201000016336,-2215.53,2010,169499
201100052078,6000,2011,169499
201000041106,-390,2010,169503
201000024041,-4550,2010,169523
201100052674,9996,2011,169529
201100021191,28811.69,2011,169544
201100013566,6000,2011,169547
201000016511,-300,2010,169560
201000010751,3164,2010,169571
201000029450,-1371,2010,169608
201000042511,304,2010,169619
201000022616,-2196,2010,169726
201100001926,2015.74,2011,169728
201100037268,-1297.07,2011,169764
201000020883,50000,2010,169776
201000020744,-1196,2010,169778
201100015610,6480,2011,169843
201000017217,-2450,2010,169848
201000054048,49320.68,2010,169863
201000052061,6000,2010,169882
201000035560,6000,2010,169883
201100010950,804,2011,169894
201000046679,33283.24,2010,169908
201100005781,18288.76,2011,169973
201000020506,-4520,2010,169988
201100010125,83232.19,2011,170017
201000024658,120,2010,170022
201100028885,2580,2011,170080
201000052058,12000,2010,170083
201000044636,304,2010,170089
201000051362,42150,2010,170216
201100024156,-296,2011,170239
201000040117,-4700,2010,170247
201100048604,10156.6,2011,170290
201100040172,-1200,2011,170290
201000030770,48150,2010,170313
201100032190,1464.6,2011,170493
201000051598,28425.05,2010,170586
201100021510,6000,2011,170645
201100046673,3091.97,2011,170680
201100018215,-4500,2011,170722
201100059504,6000,2011,170722
201000051414,42150,2010,170724
201100006690,4400,2011,170754
201100058431,1300,2011,170762
201100049105,6000,2011,170843
201100009583,150,2011,170843
201100032742,-4500,2011,170877
201100044901,35399.04,2011,170879
201100013264,50875.8,2011,171002
201100048568,3404,2011,171030
201100017084,1434,2011,171056
201100042185,-3000,2011,171096
201100028901,-1696,2011,171117
201100027039,84207.5,2011,171234
201100045772,-4500,2011,171270
201100041657,6104,2011,171324
201100028868,5900,2011,171343
201100038756,-1131.79,2011,171362
201100047127,6087.71,2011,171473
201100044456,804,2011,171505
201100042562,-1512,2011,171557
201100058739,6000,2011,171709
201100026447,7716,2011,171837
200700011185,804,2007,173136
200700016230,804,2007,173147
200700045815,6804,2007,173147
201000026080,-1932,2010,173172
200700035172,-396,2007,173179
200700023101,-2250,2007,173186
200800017846,124664,2008,173196
201100054755,6000,2011,173218
200900011495,1881.08,2009,173218
201100059444,6000,2011,173267
200900051853,221974.81,2009,173269
200700047363,63150,2007,173273
201100028236,25045.1,2011,173309
201000051502,48150,2010,173323
201000028110,804,2010,173356
200700000536,4390,2007,173374
200800003150,-3346,2008,173382
201100001740,6000,2011,173420
201100028416,6480,2011,173421
200700046234,16522,2007,173424
201000039322,65390.85,2010,173446
201000013754,6000,2010,173446
200700027308,6000,2007,173471
201100012035,5004,2011,173493
200800005554,2000,2008,173517
201100009000,4104,2011,173528
200700007020,6000,2007,173533
200800022595,57960,2008,173537
200800018973,6000,2008,173577
200800017805,8692.17,2008,173581
201000005651,804,2010,173581
201000020720,804,2010,173581
201100046753,-3696,2011,173581
200900021541,6000,2009,173598
201100024827,6000,2011,173603
200800004284,13025.79,2008,173606
200800026480,5894,2008,173607
201000021657,33054.78,2010,173607
200700024626,3473.5,2007,173615
200800003832,-1496,2008,173628
200700008174,9918.5,2007,173668
200900050778,6000,2009,173678
201100031170,6000,2011,173680
200900034983,804,2009,173685
200800053829,31014.85,2008,173686
201000044614,-555,2010,173700
200800010851,-1269,2008,173711
201000002409,6000,2010,173731
200900019411,804,2009,173731
200800038244,20462.5,2008,173742
200800031470,634,2008,173742
200700014816,-2511.66,2007,173758
200800025967,2041.59,2008,173771
200800054688,55179.5,2008,173790
200800012019,6000,2008,173815
200900027387,-96,2009,173825
201000039152,18985.65,2010,173825
201100058440,1200,2011,173830
200700009535,544,2007,173869
201000056296,6000,2010,173869
201000006917,6804,2010,173869
200900042422,6000,2009,173872
200900023701,78280,2009,173938
200800051828,14746.33,2008,173946
200700011954,-2280.84,2007,174012
200700032812,1175,2007,174035
200800006469,10000,2008,174035
200900011597,22492.61,2009,174064
200800014679,0,2008,174118
200900006543,6000,2009,174165
200900008270,3024,2009,174173
201000011795,3000,2010,174173
200800006176,6000,2008,174185
200900007115,6000,2009,174215
200900002375,28524,2009,174246
200800007466,12804,2008,174248
200700005067,6000,2007,174259
200800019155,6000,2008,174262
201000030241,38431.74,2010,174306
201100019445,-2734.54,2011,174306
201000024818,-3696,2010,174321
200800013142,6804,2008,174323
200800040702,5311.49,2008,174333
200800053690,36889.65,2008,174357
200800017268,7811.24,2008,174366
200800030945,5679.92,2008,174366
200700037391,2249.59,2007,174366
200900021295,804,2009,174368
201100000001,5104,2011,174368
200700041833,93179.55,2007,174369
200700013546,63078.21,2007,174383
201000056206,6000,2010,174393
200900035314,2604,2009,174393
200800039182,37134.71,2008,174448
200700040116,0,2007,174463
201100033473,-4600,2011,174478
200700040142,30475.29,2007,174492
200700028372,17357.1,2007,174499
200700003966,-4800,2007,174508
200800010051,9200,2008,174508
200700018371,-2696,2007,174528
200800053185,6000,2008,174540
200700036705,6000,2007,174630
200700046868,7716,2007,174632
200800049712,49324.44,2008,174636
200700005944,-2246,2007,174645
201100059543,80000,2011,174671
201000051864,6000,2010,174671
200800038820,6000,2008,174691
201100035102,6804,2011,174693
200800023070,6000,2008,174704
201100018674,-1066,2011,174708
201000032656,804,2010,174715
200900025536,6000,2009,174716
200900049457,21762,2009,174730
200700009693,14104,2007,174730
200900051597,25900,2009,174738
200800023951,55329.57,2008,174758
200700011634,51918.84,2007,174769
200700008165,6000,2007,174782
200700043957,6000,2007,174831
200700021523,3000,2007,174831
200800015247,0,2008,174831
200900004108,-1756,2009,174846
200700028435,-2796,2007,174875
200800022713,6964,2008,174892
200700010805,13449.61,2007,174901
200900023290,6804,2009,174903
200900047880,6000,2009,174918
200900027487,6000,2009,174925
201100046910,59800,2011,174938
200900015652,6000,2009,174947
200800044501,-2391,2008,174964
200900020852,-2980.8,2009,174965
200700004152,6000,2007,174969
201000041838,8554,2010,174970
200700037032,6804,2007,174974
200800003615,22765.74,2008,174995
200800022984,-2788.8,2008,175011
200700047654,3000,2007,175025
200700043724,6000,2007,175025
200800003829,6744,2008,175026
200700036487,8815.43,2007,175040
200700044564,31648.76,2007,175053
200800043636,0,2008,175133
200800037149,64,2008,175144
200700006756,7788,2007,175157
200700045498,6000,2007,175164
200800048501,6000,2008,175170
200900015507,6000,2009,175214
200700014937,6000,2007,175214
200900015571,-2022,2009,175283
200700035500,6000,2007,175312
201000004948,2169.25,2010,175376
200700041725,8688,2007,175384
200700010449,6000,2007,175384
200800004855,-210,2008,175472
200900016764,6804,2009,175576
200700034657,-4470,2007,175576
200700031483,6000,2007,175683
200700047703,2450,2007,175685
200900020042,6000,2009,175776
200900023199,6804,2009,175779
200800005312,6804,2008,175779
200700023946,43332.97,2007,175782
201000051353,9894.6,2010,175854
200700036866,6000,2007,175864
200900038481,27507.92,2009,175900
200800012010,1856.65,2008,175942
200900044633,7044.36,2009,175946
201000047134,6000,2010,175946
201000000318,0,2010,175968
200700045241,17800,2007,176015
200700014929,6000,2007,176107
200700020109,12000,2007,176114
200700018960,-2796,2007,176114
200800053901,12960,2008,176114
200800031539,7255.39,2008,176114
200700042755,3000,2007,176149
200900024682,6000,2009,176159
200800028778,6000,2008,176159
200700030128,6000,2007,176177
201100035003,56000,2011,176194
200700023940,35480.15,2007,176205
200700032838,-2442,2007,176336
200900024024,6804,2009,176377
200700042967,20000,2007,176389
200700009675,6000,2007,176446
200900040849,10139.57,2009,176511
201000020126,14812.01,2010,176511
200700011207,6000,2007,176512
201100020468,-7236.8,2011,176558
200900026267,31562,2009,176561
200700020992,6000,2007,176603
200700019522,-431.41,2007,176607
200700024443,-205.88,2007,176608
200700040525,6000,2007,176608
200700003560,54065.75,2007,176658
200800019431,4381.4,2008,176658
200800045020,6000,2008,176681
200800022491,42064.13,2008,176683
200700006763,150,2007,176739
200700034737,10300,2007,176789
200700027454,6000,2007,176821
200800034842,6000,2008,176832
200900015983,6274.05,2009,176832
200800046048,804,2008,176834
200700036730,39924,2007,176834
200700031359,-1188,2007,176842
201100017246,11256.6,2011,176842
200700046311,6000,2007,176887
200700021588,-3500,2007,176888
200700024988,6000,2007,176888
200800016317,6000,2008,176888
200800047977,5931,2008,176943
201000047211,201185.6,2010,176955
201000039155,5244,2010,176972
200800028732,92250,2008,176990
200700013384,155700,2007,176995
200700016165,64650,2007,177033
200800042461,9000,2008,177046
200900011617,842.4,2009,177046
200900001461,6000,2009,177114
200800002254,6804,2008,177114
200900047811,6000,2009,177174
200700033790,-1236,2007,177196
200800023952,6000,2008,177205
200700001189,3674.9,2007,177275
200800017593,1685,2008,177322
200700010416,318682.92,2007,177358
200800014980,2204,2008,177365
200700000464,14513.34,2007,177394
200700020074,3217.87,2007,177395
200900013631,25237.47,2009,177433
200800018256,-1126.2,2008,177458
200800048430,40874.79,2008,177467
200800027499,6000,2008,177467
200700045237,43000,2007,177533
200800052283,6000,2008,177550
200700047460,6000,2007,177578
200700025428,5000,2007,177582
200700024745,-1916,2007,177582
201000039535,12662.4,2010,177624
200800007126,32278.53,2008,177626
200800009963,6000,2008,177680
200700021700,419150,2007,177731
201100035341,5235.87,2011,177734
200700046274,21735.1,2007,177747
200700042421,6000,2007,177770
201000030882,23870.78,2010,177833
200700016446,31021.69,2007,177841
200700009861,12304,2007,177904
200700017406,6000,2007,177960
200700030247,6755.31,2007,177962
200800022086,8474,2008,177995
200700036379,47754,2007,178002
200800029477,-5917.84,2008,178005
200700024612,28104,2007,178016
200800039867,6000,2008,178063
201000001916,6707.32,2010,178067
200800027982,4264.32,2008,178200
200800025658,6000,2008,178205
201000035451,42760,2010,178226
200700014089,6000,2007,178279
200700047012,40422.13,2007,178280
200900002787,6000,2009,178284
200800005854,6000,2008,178285
200800031069,3000,2008,178334
200800038078,6000,2008,178337
201100019617,7550,2011,178337
201100008906,5304,2011,178337
200700011287,-5050,2007,178343
200700037533,6000,2007,178418
200900008204,112400,2009,178418
200800000015,-3867.96,2008,178428
200800049794,12712,2008,178428
200700025434,7909.51,2007,178487
200700044803,54450,2007,178494
200700018370,0,2007,178524
200700041948,9614.95,2007,178563
200800016996,6000,2008,178640
200800015692,804,2008,178685
200800000016,2505,2008,178690
201100017200,6000,2011,178718
200700043402,18155.85,2007,178748
200800036828,6000,2008,178779
200800025139,-1917,2008,178835
200900036000,8621.8,2009,178835
201000056612,6000,2010,178846
200800053770,6000,2008,178846
201100043200,-2696,2011,178888
200900009519,6804,2009,178894
200800010801,6534,2008,178913
200700035865,6000,2007,178924
200700046589,40442.32,2007,178931
200700042964,34500,2007,178956
200800004643,142961.13,2008,178973
201100002130,-1413.84,2011,179000
200800030912,69901,2008,179018
201000042893,69026.45,2010,179028
201000008379,24178.78,2010,179035
201100009737,23565.86,2011,179040
200700046886,20439.5,2007,179040
200800033436,3000,2008,179056
200700025568,490.13,2007,179095
200700038945,6272,2007,179098
200700032454,-2560.23,2007,179117
201100013698,32683.8,2011,179117
200800003513,30804,2008,179152
201100045345,6778.83,2011,179224
201100005688,7115.4,2011,179238
200700041705,43000,2007,179287
200700039701,6000,2007,179296
200700033936,6000,2007,179296
200700029609,4361.4,2007,179304
200800014056,6000,2008,179382
200900020340,31213.08,2009,179435
200800039212,6000,2008,179435
200800017544,6000,2008,179435
201100041467,6000,2011,179435
200700042213,20427,2007,179435
201000056685,6000,2010,179435
200800008063,30145.01,2008,179448
200900035228,6000,2009,179506
200700045353,62500,2007,179527
200900052072,6000,2009,179540
201100056764,56000,2011,179540
201000042853,6000,2010,179540
200800043650,6000,2008,179550
201000023316,6804,2010,179550
200900004746,6000,2009,179551
200800012713,0,2008,179551
200700032099,383598.35,2007,179567
200800053987,6000,2008,179577
201100000605,1000,2011,179614
200700040314,6000,2007,179659
200900006185,6804,2009,179693
200700045350,78720,2007,179705
200700041945,67255,2007,179769
200900051593,9112,2009,179807
200900023877,6398.7,2009,179835
200800036479,6000,2008,179846
200900036122,-2316,2009,179863
200800024904,3804,2008,179879
200900009794,6000,2009,179879
200800050979,6000,2008,179928
200800003890,1524,2008,179945
200900042869,5206.65,2009,179965
201100020569,6000,2011,179965
200800019722,33657.02,2008,179976
200800004552,368250,2008,179985
200800025261,6000,2008,180003
200900031596,6000,2009,180017
201100054529,6000,2011,180039
201000033040,6000,2010,180072
200800017664,9282,2008,180076
200900010554,28735.89,2009,180076
201000024291,0,2010,180156
201000025270,2304,2010,180178
200800036070,804,2008,180201
200700033594,113637.7,2007,180219
200900037148,12990.6,2009,180276
200800019446,6000,2008,180313
200800042930,6000,2008,180313
200900029305,6504,2009,180329
200900049641,49358,2009,180346
200900005708,6609.28,2009,180356
200800027578,4196,2008,180356
200800045252,12000,2008,180369
201100029998,6000,2011,180378
200800005288,47260.2,2008,180381
200900011924,11137.8,2009,180416
200900029510,3045.6,2009,180423
201100013021,12000,2011,180423
200900000655,6000,2009,180429
200900000284,-4470,2009,180430
200800020597,6804,2008,180535
201100006034,-2196,2011,180549
200800015911,57,2008,180551
200800026489,219135.86,2008,180554
200800031843,804,2008,180579
201100001031,7044,2011,180588
200800026845,6000,2008,180594
200900014093,5577.6,2009,180684
200800016871,12000,2008,180710
200800013352,-1871,2008,180712
200900040838,28954,2009,180730
200900010107,29212,2009,180749
200800014551,-402,2008,180769
201100024759,6000,2011,180817
200800036290,7392.78,2008,180848
200800040775,6000,2008,180848
200800053264,115468,2008,180859
200900047732,282150,2009,180859
200800024837,25665.95,2008,180860
200800020615,-421.23,2008,180873
200800049174,11253.08,2008,180912
201100005517,804,2011,180937
200900005889,-1389.36,2009,180937
200900015511,5000,2009,180937
200800017303,6810,2008,180944
200800040205,804,2008,180957
201100044572,6000,2011,180985
200800047951,53650,2008,181053
200800049281,88863.33,2008,181098
200800023741,352.8,2008,181121
200900027382,49605.26,2009,181190
200800018667,119514.18,2008,181196
200900007259,804,2009,181210
201100018355,6804,2011,181211
200800043541,6000,2008,181222
201000004728,56754.82,2010,181238
201000000837,804,2010,181324
200800047940,13208.2,2008,181430
200800049342,22931.32,2008,181481
200900023182,45713.84,2009,181504
201100021552,-696,2011,181557
201000054853,6000,2010,181557
200800043534,6000,2008,181568
200800031097,5832.51,2008,181578
200900049643,62100.26,2009,181606
200800031323,-2646,2008,181610
201100012223,49556.23,2011,181615
200800022913,7290,2008,181633
201000046738,-1796,2010,181642
200800039291,6000,2008,181704
201100061882,16000,2011,181706
200800035138,0,2008,181760
200800047015,6000,2008,181766
200900005137,3574.09,2009,181776
201100010009,8909.59,2011,181786
200800045469,6000,2008,181791
200800040525,9104,2008,181825
200800054004,22622.5,2008,181826
201000037081,73804,2010,181826
200800043301,6000,2008,181858
200800030672,6000,2008,181880
200900048851,6000,2009,181911
201000058494,39150,2010,181975
200800029284,6000,2008,182063
200800041273,8180.2,2008,182137
200900007079,114,2009,182160
200900006643,6000,2009,182164
200900002842,11830,2009,182193
201000023732,6000,2010,182227
201000045592,22079.6,2010,182242
200800045934,-316,2008,182292
201000049407,81610,2010,182300
200900039420,12000,2009,182300
201000016782,45150,2010,182323
200900031829,804,2009,182350
200800037973,804,2008,182371
200900023380,6804,2009,182435
200900022696,196959,2009,182547
200900047051,6000,2009,182609
200900018224,6000,2009,182625
201000016380,38685,2010,182648
200900039443,3145.27,2009,182658
200900006025,59593.08,2009,182699
200900035430,6000,2009,182699
200900047432,38800,2009,182710
200900018356,25804,2009,182717
200900047238,4414.42,2009,182757
200900035558,-1184.4,2009,182757
201000001590,6804,2010,182757
200900017717,23299.88,2009,182773
200900011739,12000,2009,182814
201000026353,-4500,2010,182814
200900027187,10459.38,2009,182838
201100060427,6000,2011,182891
200900017741,-1126.2,2009,182891
200900013024,6000,2009,182906
201100049771,6804,2011,182911
200900039086,6804,2009,182954
200900012909,387731.35,2009,182973
201000035980,42150,2010,183023
201000006487,6000,2010,183023
200900054919,56500,2009,183034
200900026436,26038.01,2009,183106
200900032475,804,2009,183131
201000011067,45600,2010,183150
201100063074,63150,2011,183155
200900022290,12000,2009,183173
200900019074,6000,2009,183173
200900020380,2148,2009,183200
200900011699,30361.78,2009,183249
201100013431,56500,2011,183306
200900017771,6804,2009,183345
200900028992,6000,2009,183353
201000029349,20967.18,2010,183356
200900006259,6804,2009,183388
200900027823,6000,2009,183462
200900016130,804,2009,183462
200900022312,42150,2009,183469
200900021682,4132.79,2009,183566
201100015190,-4500,2011,183571
200900013014,3767.9,2009,183625
200900034302,11772.51,2009,183659
200900026356,54288.92,2009,183692
201000012615,94104,2010,183701
201000044376,6000,2010,183707
201000004934,3364,2010,183707
200900023177,6804,2009,183707
200900019429,804,2009,183711
201000047174,1471.05,2010,183803
201100047451,6896.16,2011,183811
201100038799,1935,2011,183816
201000046701,10502.5,2010,183816
201000008608,4525.75,2010,183817
200900038574,1054.01,2009,183869
200900025518,0,2009,183877
201000031718,1804,2010,183879
201100005950,9196.6,2011,183879
200900026288,6000,2009,183891
200900028792,6000,2009,183891
201000044847,184.5,2010,183891
201100044804,6000,2011,183904
201100001167,-4800,2011,183904
201100019113,670.29,2011,183927
200900051624,247650,2009,184018
200900052647,42150,2009,184097
201100023128,64944.27,2011,184112
201000006828,0,2010,184112
201000010869,6000,2010,184132
200900040501,83362.52,2009,184153
200900034214,23176.82,2009,184202
201000021976,60526.18,2010,184202
200900051591,7014,2009,184235
200900027997,6000,2009,184257
200900052692,186150,2009,184283
201000026708,41000,2010,184299
201100020661,-4500,2011,184312
200900025460,6000,2009,184378
200900039773,6000,2009,184385
201000025815,1760.75,2010,184448
200900054721,6000,2009,184487
201000051763,24893.15,2010,184505
200900049160,98468,2009,184560
201000032985,1608,2010,184602
201000047391,60434.05,2010,184618
201100019535,804,2011,184622
201000005297,804,2010,184633
200900053531,6000,2009,184676
200900031377,-3348,2009,184681
201000052080,6000,2010,184692
201100014663,6000,2011,184698
201000011582,38500,2010,184708
200900051235,16026.44,2009,184708
201000001678,6804,2010,184717
201000015452,-832.4,2010,184726
201100049299,-4530,2011,184732
201000056380,6000,2010,184750
201000023343,6000,2010,184762
201000013654,14850,2010,184765
201100026682,22907.06,2011,184778
200900044727,6000,2009,184823
200900040506,4488.42,2009,184859
201000016521,20119.01,2010,184886
201000041506,4134.09,2010,184891
201100000567,15540,2011,185001
201000017256,6804,2010,185018
201000017607,0,2010,185070
201000013500,32804,2010,185078
201100024344,6000,2011,185134
201100001493,-1095.6,2011,185164
200900042873,804,2009,185166
201000050847,6000,2010,185236
201000038644,-1218,2010,185237
201100004779,51504,2011,185326
201100040904,6804,2011,185346
201000001703,9951,2010,185373
201100016825,6000,2011,185390
201000038250,12087.21,2010,185427
201000009153,3468,2010,185437
201000007054,924.72,2010,185441
201000054493,6000,2010,185448
201000046792,114757.17,2010,185462
201000038384,6000,2010,185471
201000008998,6000,2010,185482
201000009815,100616.5,2010,185495
201000046156,-8696,2010,185506
201000056160,6000,2010,185509
201000024207,2968,2010,185515
201000055371,55650,2010,185528
201000036330,-4500.6,2010,185589
201100029612,57150,2011,185614
201000013390,6000,2010,185627
201100006656,6804,2011,185632
201100060894,6000,2011,185699
201100017515,56000,2011,185724
201000036761,35500,2010,185794
201000051915,6000,2010,185801
201000015814,804,2010,185820
201000048110,10753.57,2010,185843
201100041390,2876.06,2011,185896
201000032751,1913.58,2010,185901
201100017214,6804,2011,185916
201000041048,6000,2010,186006
201100044153,40163.86,2011,186006
201100044080,4043.41,2011,186006
201000031152,2404,2010,186023
201100052678,-4500,2011,186024
201100020988,5094.69,2011,186055
201100027998,156371.32,2011,186156
201100006287,6804,2011,186202
201100035263,6000,2011,186219
201000051512,4720,2010,186222
201000059145,142163.47,2010,186254
201100024822,804,2011,186272
201100006974,6000,2011,186272
201100029675,35876.87,2011,186277
201100053867,6804,2011,186295
201100006322,6804,2011,186324
201100012724,6804,2011,186360
201000053860,31262.34,2010,186371
201000040118,6000,2010,186376
201100006654,6000,2011,186449
201000032757,0,2010,186490
201100030722,-4500,2011,186565
201000047049,-1075.2,2010,186615
201000037675,-1716,2010,186621
201100054890,49728,2011,186621
201000044740,76000,2010,186698
201100041619,8079.57,2011,186762
201100025228,-4500,2011,186804
201100029705,6804,2011,186810
201100028460,6000,2011,186851
201100056073,88252,2011,186868
201100001919,750,2011,186868
201000049097,14240.49,2010,186896
201100022368,7200,2011,186909
201100016098,-1076,2011,187129
201100000938,804,2011,187170
201100022042,1775,2011,187171
201100062854,59650,2011,187230
201100043688,8270.86,2011,187268
201100025164,5813.05,2011,187281
201100035471,6804,2011,187315
201100030837,6000,2011,187424
201100057351,6000,2011,187432
201100024769,804,2011,187469
201100052287,62950,2011,187476
201100054191,49550,2011,187495
201100018208,29754,2011,187520
201100011804,-140.69,2011,187533
201100031525,6804,2011,187604
201100026355,-604.05,2011,187659
201100037375,6000,2011,187699
201100019657,1889,2011,187699
201100033226,3722.45,2011,187703
201100033224,1500,2011,187703
201100051004,693.23,2011,187860
201100047144,8787.78,2011,187878
201100045843,-3946,2011,187910
201100028908,-3726,2011,187936
201100027471,6804,2011,187996
201100057968,6000,2011,188008
201100054448,-4509.88,2011,188017
201100030848,760.8,2011,188017
201100055217,-4500,2011,188108
201100035025,-1396,2011,188150
201100052262,6000,2011,188243
201100038404,6000,2011,188250
201100053237,6000,2011,188259
201100057688,73354,2011,188363
201100056623,6000,2011,188788
200800009889,6000,2008,190172
200700046598,6000,2007,190183
200700032048,27730.68,2007,190183
200900048521,42150,2009,190198
200800036393,56000,2008,190201
200700031874,6000,2007,190202
200700031348,41969.21,2007,190209
200800042779,6000,2008,190212
200900020474,13150,2009,190215
200700035266,18000,2007,190218
200700003191,-4500,2007,190219
200800040115,5240,2008,190237
201100021100,-240,2011,190237
200900037927,6000,2009,190244
200800020115,-1550,2008,190251
200800040206,-3290,2008,190253
200800044877,-860,2008,190253
200700044368,15500,2007,190270
200700037573,7284,2007,190287
200900049823,136431.24,2009,190305
200900007161,-4500,2009,190309
200700028614,-2870,2007,190319
200700046599,6000,2007,190340
200700044291,480,2007,190341
200700021250,14000,2007,190353
201100062420,6000,2011,190356
200700013670,-81.6,2007,190363
200900034140,46054,2009,190370
200800053192,48499.38,2008,190371
200700018193,6229.78,2007,190394
200700045266,63150,2007,190398
200700025499,408748.57,2007,190401
201100054374,-2300,2011,190415
200800053051,45448.72,2008,190420
200700004759,6000,2007,190436
200700037402,9050.67,2007,190449
201100012396,6000,2011,190449
200900027533,6000,2009,190449
200800053062,63150,2008,190462
200800033569,28528.25,2008,190486
200700003594,-3198,2007,190492
200700003216,3544.66,2007,190493
200700039989,6000,2007,190494
200900015335,6000,2009,190496
200700034694,31206,2007,190502
201100061127,6000,2011,190509
200700003600,516,2007,190514
201000052015,6000,2010,190521
201000007708,6000,2010,190538
200800041071,-4540,2008,190546
200700012421,-1952,2007,190546
200900042131,-4700,2009,190549
200900028392,26380.5,2009,190549
200700018074,-3457.05,2007,190563
200800043588,-2200,2008,190564
201000002360,4358,2010,190564
200900048842,1300,2009,190566
200700043258,-4550,2007,190574
201000054446,39135.34,2010,190575
200700043852,137245.32,2007,190582
200700045733,-4500,2007,190582
200700008593,8223.67,2007,190582
200700037611,183516,2007,190585
200900015360,6000,2009,190590
200700010932,-1020,2007,190594
200900005040,33650,2009,190610
201100034694,6000,2011,190615
200800004916,-3040,2008,190655
200900020528,-1766.38,2009,190665
200700013020,6000,2007,190665
201100050718,-2550,2011,190669
200700016503,-1450,2007,190675
200700026312,17156.34,2007,190676
200900022225,6000,2009,190676
200900006845,6000,2009,190676
200900002204,-26.4,2009,190676
200700014945,-4500,2007,190684
200700006344,-4570,2007,190714
200700026325,0,2007,190722
200800041036,6000,2008,190739
200800052868,6000,2008,190741
200700026613,6000,2007,190741
200700026347,6000,2007,190741
200900048128,-4500,2009,190742
200800050884,16997.29,2008,190751
200700005791,-480,2007,190753
200700047339,173150,2007,190756
200800006779,6000,2008,190768
200800041006,6000,2008,190773
200700019846,-3736,2007,190786
200700031004,12316.6,2007,190795
200800040779,-4600,2008,190795
200700017220,228609,2007,190798
200700029176,-3100,2007,190800
200900054416,6000,2009,190801
200900026289,19650,2009,190806
201000028809,6000,2010,190806
200800004880,24825.27,2008,190812
200800004896,100000,2008,190812
200700019277,6000,2007,190814
200700045019,6150,2007,190855
200700031019,6000,2007,190857
200800052119,81150,2008,190857
200800052938,6000,2008,190860
200800041079,2198.33,2008,190876
200800052773,6000,2008,190876
200800030901,6000,2008,190897
200700042553,6000,2007,190922
201100001127,3361.99,2011,190922
201000053077,45150,2010,190933
201100060108,6000,2011,190938
200700045389,108194,2007,190949
201100050291,1300,2011,190952
200700000878,4226.95,2007,190959
200700013934,6000,2007,190965
201000023671,-4500,2010,190999
200900034268,-4700,2009,190999
201000009894,900,2010,191022
200900007866,-2250,2009,191030
200800053423,6000,2008,191056
201000017441,-2800,2010,191082
200800052641,6000,2008,191090
200700026336,6000,2007,191120
200700027956,-2250,2007,191126
200800051031,17890,2008,191143
200800050302,87360.92,2008,191143
200700003202,7236.1,2007,191158
201000054472,216130.53,2010,191168
200700044329,6000,2007,191182
200900031280,-3200,2009,191183
200900044211,-1800,2009,191195
200800015246,6000,2008,191195
201100045633,-5000,2011,191195
200800052269,39616.49,2008,191202
200900031271,-500,2009,191203
200900029074,6000,2009,191210
200900021894,-820,2009,191210
201000009902,-4200,2010,191210
200700007021,4284,2007,191210
200700006826,1619,2007,191215
200900041624,0,2009,191215
200900018379,-2000,2009,191215
201100022362,27589.54,2011,191215
201100001132,-100,2011,191215
200800044539,-2000,2008,191215
200700011763,6000,2007,191236
201100016166,-1500,2011,191237
200700019483,6000,2007,191239
200900050952,74165.85,2009,191239
200900023086,67302.66,2009,191261
200700010941,5000,2007,191268
201100048917,-200,2011,191269
200700033807,6000,2007,191277
200900036523,-1000,2009,191277
200700035751,6000,2007,191322
200700032105,5000,2007,191346
200700015545,6000,2007,191374
200900052169,24150,2009,191377
200800030395,6000,2008,191380
201100044052,0,2011,191389
200700013392,-2200,2007,191389
200700028523,6000,2007,191397
200800020032,-791.34,2008,191398
200700012601,-2127.5,2007,191421
200700033031,35926.67,2007,191421
200800031134,5000,2008,191422
200800051606,6000,2008,191428
200700030974,-800,2007,191430
200800045362,5150,2008,191434
201100001131,5380,2011,191458
200700036807,35163.76,2007,191472
200700028600,1922.5,2007,191491
200800026118,6000,2008,191491
200800051631,6000,2008,191495
200700010269,4287,2007,191497
200800023404,6000,2008,191520
200900052261,6000,2009,191546
201000055626,77650,2010,191546
200700014865,6000,2007,191548
